1	178
2	177
3	176
4	167
5	164
6	162
7	161
8	159
9	157
10	156
11	155
12	154
13	152
14	149
15	146
16	145
17	144
18	142
19	140
20	137
21	136
22	135
23	134
24	133
25	132
26	130
27	129
28	128
29	127
30	124
31	122
32	121
33	120
34	118
35	116
36	115
37	114
38	112
39	111
40	110
41	109
42	108
43	107
44	106
45	105
46	104
47	103
48	102
49	100
50	99
51	98
52	97
53	96
54	95
55	94
56	93
57	92
58	91
59	90
60	89
61	88
62	86
63	85
64	84
65	83
66	82
67	81
68	80
69	79
70	78
71	77
72	76
73	75
74	73
75	72
76	71
77	70
