1	448
2	447
3	446
4	445
5	444
6	443
7	441
8	440
9	439
10	438
11	437
12	436
13	434
14	433
15	432
16	428
17	424
18	423
19	421
20	416
21	415
22	414
23	413
24	412
25	409
26	408
27	407
28	405
29	403
30	402
31	400
32	398
33	395
34	394
35	393
36	392
37	391
38	390
39	388
40	387
41	386
42	384
43	383
44	377
45	376
46	375
47	374
48	372
49	366
50	365
51	362
52	361
53	360
54	357
55	355
56	354
57	353
58	352
59	351
60	350
61	346
62	344
63	343
64	342
65	341
66	339
67	338
68	337
69	336
70	335
71	334
72	333
73	330
74	329
75	328
76	327
77	326
78	325
79	324
80	323
81	322
82	321
83	319
84	318
85	317
86	316
87	315
88	314
89	313
90	312
91	309
92	308
93	305
94	304
95	303
96	302
97	301
98	300
99	299
100	298
101	297
102	296
103	295
104	294
105	293
106	292
107	291
108	290
109	289
110	288
111	287
112	286
113	285
114	281
115	280
116	279
117	278
118	277
119	276
120	275
121	274
122	273
123	272
124	270
125	269
126	268
127	267
128	266
129	264
130	263
131	262
132	261
133	260
134	259
135	257
136	254
137	253
138	252
139	250
140	249
141	248
142	246
143	245
144	244
145	243
146	242
147	241
148	240
149	239
150	238
151	237
152	236
153	235
154	234
155	233
156	232
157	231
158	230
159	229
160	227
161	226
162	225
163	223
164	222
165	221
166	220
167	219
168	218
169	217
170	216
171	215
172	214
173	213
174	212
175	211
176	210
177	209
178	207
179	206
180	205
181	204
182	203
183	202
184	201
185	200
186	199
187	198
188	197
189	196
190	195
191	194
192	193
193	192
194	191
195	190
196	189
197	188
198	187
199	186
200	185
201	184
202	183
203	182
204	181
205	180
206	179
207	178
208	177
209	176
210	175
211	174
212	173
213	172
214	171
215	170
216	169
217	168
218	167
219	166
220	165
221	164
222	163
223	162
224	161
225	160
226	159
227	158
228	157
229	156
230	155
231	153
232	152
233	151
234	150
