150	2
151	4
152	4
153	3
155	4
156	4
157	1
158	5
159	3
160	4
161	4
162	2
163	8
164	2
165	4
166	5
167	1
168	4
169	3
170	3
171	3
172	7
173	3
174	2
175	9
176	5
177	4
178	3
179	5
180	5
181	3
182	3
183	1
184	1
185	4
186	4
187	2
188	1
189	1
190	1
191	4
192	4
193	2
194	4
195	4
196	6
197	1
198	6
199	5
200	5
201	2
202	5
203	1
204	3
205	7
206	1
207	1
209	2
210	6
211	2
212	3
213	1
214	3
215	1
216	4
217	2
218	2
219	1
220	2
221	3
222	4
223	6
225	2
226	1
227	3
229	3
230	2
231	2
232	1
233	1
234	1
235	1
236	2
237	1
238	3
239	4
240	4
241	4
242	2
243	1
244	1
245	2
246	2
248	1
249	3
250	3
252	3
253	4
254	1
257	2
259	1
260	4
261	2
262	2
263	4
264	6
266	1
267	2
268	2
269	1
270	5
272	3
273	2
274	1
275	1
276	1
277	2
278	2
279	1
280	2
281	2
285	1
286	2
287	1
288	1
289	1
290	1
291	2
292	2
293	1
294	1
295	2
296	2
297	1
298	3
299	3
300	4
301	2
302	2
303	2
304	2
305	2
308	1
309	1
312	1
313	1
314	1
315	1
316	1
317	4
318	1
319	3
321	1
322	2
323	1
324	2
325	1
326	1
327	1
328	1
329	2
330	2
333	2
334	1
335	4
336	2
337	1
338	2
339	1
341	1
342	1
343	2
344	2
346	2
350	1
351	1
352	1
353	2
354	2
355	1
357	1
360	2
361	1
362	3
365	1
366	1
372	1
374	1
375	2
376	2
377	4
383	2
384	1
386	4
387	2
388	2
390	1
391	3
392	2
393	1
394	2
395	3
398	2
400	1
402	2
403	3
405	1
407	2
408	1
409	1
412	1
413	1
414	1
415	1
416	1
421	1
423	2
424	1
428	1
432	2
433	2
434	1
436	1
437	3
438	2
439	1
440	1
441	1
443	1
444	1
445	1
446	1
447	1
448	2
