150	4
151	12
152	5
153	6
154	1
155	5
156	9
157	11
158	7
159	5
160	5
161	8
162	9
163	12
164	7
165	8
166	1
167	8
168	7
169	8
170	8
171	8
172	3
173	10
174	4
175	7
176	10
177	4
178	7
179	6
180	4
181	4
182	9
183	5
184	8
185	3
186	9
187	8
188	3
189	5
190	5
191	7
192	4
193	7
194	10
195	2
196	1
197	8
198	6
199	5
200	11
201	6
202	3
203	6
204	3
205	5
206	3
207	3
208	11
209	6
210	4
211	3
212	4
213	3
214	3
215	3
216	4
217	10
218	6
219	1
220	2
221	2
222	3
223	7
224	3
225	10
226	2
227	4
228	3
229	1
230	1
231	3
232	3
233	4
234	3
235	3
236	4
237	1
238	4
239	4
240	3
241	4
242	5
243	2
244	2
245	5
246	5
247	5
248	4
249	5
250	2
251	3
252	3
253	2
254	3
256	3
257	4
258	4
259	3
260	1
261	3
262	5
263	1
264	4
265	1
266	6
267	3
268	1
269	5
270	2
271	7
273	3
274	2
275	4
276	8
277	3
278	6
279	1
280	2
281	1
282	2
283	5
284	4
285	1
286	4
287	2
288	3
289	5
290	5
291	4
292	4
293	5
294	2
295	2
296	2
297	1
298	1
299	1
300	4
301	4
302	4
303	4
304	5
305	5
306	2
307	4
308	4
310	1
311	4
312	3
313	1
314	4
315	4
316	2
318	5
319	3
320	8
321	7
322	2
323	7
324	4
325	1
326	5
327	3
328	1
329	2
330	2
331	1
332	4
334	1
335	3
336	1
337	4
338	3
339	3
340	1
341	1
342	1
343	3
344	2
345	3
346	3
347	2
348	6
349	5
350	1
351	5
352	4
353	1
354	2
355	4
356	4
358	2
359	3
360	2
362	3
363	2
364	2
365	1
366	3
367	2
368	1
369	2
370	1
371	2
372	2
373	2
375	2
376	2
377	2
378	2
379	1
380	1
381	1
382	2
383	4
384	2
385	3
386	2
387	2
388	2
389	1
390	1
391	3
393	1
394	2
395	2
396	1
399	2
400	1
401	2
402	2
403	4
404	2
405	1
406	1
407	1
408	1
410	2
412	4
413	1
414	2
415	3
417	2
418	2
419	2
421	1
422	1
423	2
424	2
425	1
426	1
427	1
428	1
429	2
430	1
431	3
432	3
434	1
435	3
436	2
437	1
438	4
439	3
441	2
443	3
444	2
447	1
448	1
449	2
450	1
451	1
452	2
453	1
454	1
456	3
457	1
458	1
459	2
460	2
461	2
462	3
464	1
465	1
467	2
468	1
470	1
471	2
472	1
474	1
476	2
478	2
480	2
481	2
482	2
484	2
485	2
487	3
488	2
489	1
490	1
495	2
496	6
497	1
498	3
499	3
500	2
503	2
504	1
506	1
507	3
508	4
509	2
510	3
513	5
514	1
515	1
516	2
518	2
519	2
521	2
525	1
526	2
527	2
528	1
529	2
531	1
534	2
536	2
537	3
538	2
539	1
541	1
542	1
544	3
548	2
549	3
550	1
551	1
552	2
553	1
554	2
555	1
556	1
558	4
560	3
563	1
566	2
568	1
569	2
570	1
571	3
572	1
573	2
576	1
578	1
580	1
585	1
588	2
590	3
591	2
592	1
593	1
594	1
595	2
597	1
598	1
599	1
602	1
603	1
607	3
608	1
610	1
617	1
618	2
619	2
623	1
626	2
627	1
628	1
629	2
630	2
631	1
637	1
642	1
643	3
644	4
646	1
