60	10
61	10
62	17
63	23
64	13
65	14
66	10
67	18
68	13
69	11
70	12
71	12
72	15
73	6
74	15
75	19
76	10
77	5
78	12
79	15
80	6
81	13
82	10
83	8
84	10
85	7
86	9
87	11
88	9
89	11
90	8
91	4
92	9
93	8
94	4
95	7
96	10
97	8
98	10
99	13
100	7
101	4
102	12
103	3
104	6
105	7
106	5
107	8
108	6
109	8
110	6
111	6
112	7
113	6
114	6
115	10
116	8
117	1
118	8
119	1
120	4
121	8
122	7
123	9
124	8
125	4
126	9
127	5
128	5
129	9
130	4
131	9
132	3
133	2
134	7
135	8
136	5
137	5
138	2
139	7
140	5
141	2
142	6
143	9
144	2
145	4
146	4
147	1
149	3
150	3
151	1
152	1
153	2
154	4
155	1
156	4
157	7
158	3
159	2
160	4
161	3
162	8
163	3
164	8
165	4
166	1
167	5
169	3
170	2
171	3
172	3
173	4
175	2
176	3
177	5
178	2
179	1
180	2
181	7
182	2
183	1
184	5
185	1
186	2
187	2
188	4
189	1
190	2
191	1
192	2
193	1
194	2
195	8
196	2
198	4
199	3
200	4
201	3
202	1
203	4
204	2
205	2
206	3
207	2
208	3
209	1
210	1
211	4
212	5
213	2
214	3
216	2
217	1
218	2
219	1
220	5
221	3
223	2
224	3
225	3
226	1
227	1
228	2
229	2
230	2
231	3
232	2
233	1
234	2
235	2
236	1
237	1
239	1
240	2
241	2
242	1
243	2
244	2
245	5
246	3
248	2
250	2
251	3
253	1
255	2
256	1
257	3
258	1
259	3
261	1
262	1
264	2
265	3
266	1
267	1
268	2
269	2
270	2
271	1
272	3
273	1
275	2
276	1
278	1
279	1
280	1
281	3
283	1
284	1
285	2
287	2
288	1
289	1
291	1
292	1
293	2
294	1
295	1
299	1
300	2
301	1
303	2
304	1
306	1
307	1
310	4
311	1
312	1
313	1
314	1
315	2
320	3
321	1
323	2
324	2
325	2
326	1
328	1
329	2
330	2
331	1
333	1
334	1
340	1
341	1
343	2
344	1
346	1
347	2
348	2
351	1
352	1
353	1
354	1
355	2
357	1
358	3
361	2
362	1
363	1
367	1
369	3
370	1
371	2
372	1
374	1
379	1
380	2
381	1
382	3
384	1
385	1
386	1
388	1
389	1
390	1
391	1
394	2
395	1
396	1
397	1
398	1
399	1
401	2
402	1
408	1
410	1
413	1
414	2
415	2
417	1
418	3
420	1
426	1
427	2
430	2
435	1
441	1
444	2
447	1
448	2
449	2
450	1
451	1
452	1
454	1
455	1
457	1
459	2
461	1
463	1
465	1
468	1
469	1
473	1
474	1
475	1
476	1
477	1
479	1
481	1
485	1
490	3
494	1
496	2
499	1
