1	304
2	303
3	301
4	298
5	297
6	282
7	281
8	277
9	272
10	265
11	260
12	257
13	255
14	254
15	252
16	250
17	249
18	245
19	244
20	242
21	239
22	236
23	235
24	234
25	232
26	229
27	225
28	222
29	220
30	219
31	216
32	213
33	210
34	209
35	207
36	206
37	205
38	202
39	199
40	197
41	196
42	195
43	194
44	193
45	192
46	191
47	189
48	188
49	187
50	186
51	185
52	184
53	182
54	181
55	179
56	178
57	177
58	176
59	172
60	169
61	168
62	167
63	166
64	165
65	164
66	163
67	162
68	159
69	158
70	157
71	155
72	149
73	148
74	147
75	146
76	143
77	142
78	141
79	140
80	139
81	138
82	137
83	136
84	135
85	134
86	133
87	132
88	131
89	130
90	128
91	127
92	126
93	125
94	124
95	123
96	122
97	121
98	120
99	119
100	118
101	116
102	115
103	114
104	113
105	112
106	111
107	110
108	109
109	108
110	107
111	106
112	105
113	104
114	103
115	102
116	101
117	100
118	99
119	98
120	96
121	95
122	94
123	93
124	92
125	91
126	90
127	89
128	88
129	87
130	86
131	85
132	84
133	83
134	82
135	81
136	80
137	79
138	78
139	77
140	76
141	75
142	74
143	73
144	72
145	71
146	70
147	69
148	68
149	67
150	66
151	65
152	64
153	63
154	62
155	61
156	60
