100	13
101	6
102	15
103	9
104	11
105	8
106	11
107	4
108	9
109	6
110	11
111	7
112	7
113	10
114	14
115	10
116	9
117	9
118	9
119	15
120	3
121	4
122	8
123	7
124	5
125	9
126	5
127	9
128	7
129	9
130	6
131	4
132	3
133	15
134	13
135	5
136	10
137	8
138	8
139	5
140	8
141	9
142	10
143	5
144	8
145	5
146	2
147	8
148	13
149	10
150	5
151	6
152	10
153	5
154	8
155	4
156	7
157	3
158	8
159	7
160	10
161	4
162	8
163	6
164	3
166	4
167	6
168	5
170	5
171	6
172	3
173	1
174	5
175	4
176	5
177	4
178	4
179	7
180	4
181	4
182	3
183	2
184	6
185	7
186	3
187	7
188	6
189	6
190	2
191	4
192	2
193	3
194	5
195	7
196	5
197	7
198	4
199	4
200	3
202	3
203	3
204	2
205	5
206	2
207	3
208	4
209	1
210	7
211	2
212	5
213	3
214	1
215	4
216	3
217	3
218	3
219	3
220	3
221	1
222	1
224	3
225	4
226	4
227	3
228	2
229	1
230	3
231	3
232	3
233	3
234	4
235	5
236	2
237	3
238	4
239	3
240	4
241	4
242	3
244	6
245	2
246	3
247	3
248	1
249	3
250	3
251	4
252	4
253	5
254	1
255	5
256	2
257	2
258	1
259	1
260	7
261	2
262	4
263	3
264	1
265	2
266	2
267	3
268	3
269	1
270	2
271	2
272	2
274	2
275	5
277	1
278	3
279	1
280	7
281	1
282	3
283	5
284	3
285	5
286	2
287	3
288	1
289	1
290	1
291	2
292	3
293	5
294	2
295	1
296	2
297	1
298	2
299	4
300	2
302	3
304	1
305	3
306	2
308	3
309	3
310	1
311	2
312	2
313	2
314	2
316	2
317	2
318	4
319	2
320	1
321	6
322	5
323	1
324	4
325	1
326	3
327	2
328	2
329	1
330	4
331	2
332	1
334	2
335	2
336	2
337	2
338	2
339	1
340	2
341	2
343	2
344	1
345	1
346	1
347	1
348	2
349	5
350	1
351	1
352	3
353	3
354	1
355	2
357	2
358	2
361	4
362	1
363	1
364	5
365	1
367	1
368	3
369	1
370	1
372	1
373	1
374	1
375	1
376	2
377	3
378	3
379	1
380	1
382	2
383	1
385	2
386	2
387	1
388	2
389	1
390	2
391	1
393	1
394	2
396	2
397	2
399	3
400	1
407	1
408	1
409	1
410	1
411	1
412	2
413	1
415	2
416	1
420	4
421	1
425	4
426	2
427	1
428	2
429	2
431	1
432	2
433	1
434	1
435	1
436	1
438	2
439	1
440	3
442	1
443	1
444	2
445	1
447	1
448	1
449	2
450	2
452	2
455	3
457	2
458	2
460	1
462	1
465	1
466	2
470	1
471	1
472	2
474	1
475	1
477	2
478	1
479	1
484	1
485	1
487	1
489	1
491	1
492	1
493	1
494	2
496	1
502	3
503	1
505	1
506	1
507	2
511	1
512	1
513	1
514	3
517	2
519	2
520	1
522	2
525	2
527	2
528	1
529	3
530	1
531	2
532	1
533	1
534	2
536	1
539	2
541	1
543	1
544	2
546	1
